Log Time,Period(ms),Service,Operation
2018-07-18 14:19:37,6,CommonService,dropdownWS/getDropdown/DOC_SUB_RETURN_REASON
2018-07-18 14:19:37,7,CommonService,dropdownWS/getDropdown/DOC_RETURN_REASON
2018-07-18 14:19:37,12,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-18 14:19:38,109,CommonService,applicationCaseWS/getApplicationStatus/H610050ER0
2018-07-18 14:19:39,22,CommonService,resubmitReasonWS/doFindAppStatus/H610050ER0
2018-07-18 14:20:20,65,CommonService,applicationCaseWS/getApplicationStatus/H6100510R0
2018-07-18 14:20:20,15,CommonService,resubmitReasonWS/doFindAppStatus/H6100510R0
2018-07-18 14:20:37,6,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:38,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:38,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:38,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:38,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:38,8,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:39,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:39,5,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:39,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:39,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:39,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:39,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:40,6,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:40,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:40,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:40,5,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:40,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:41,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:41,5,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:41,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:41,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:41,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:41,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:42,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:42,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:42,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:42,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:42,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:43,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:43,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:43,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:43,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:43,4,CommonService,WorkflowWS/logout
2018-07-18 14:20:43,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:44,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:44,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:44,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:44,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:44,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:45,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:45,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:45,2,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:45,3,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:45,4,CommonService,customerWS/inquiryKPlusAcceptResult
2018-07-18 14:20:45,3,CommonService,dropdownWS/getDropdown/HL_GENDER
2018-07-18 14:20:45,5,CommonService,dropdownWS/getDropdown/HL_DOC_REG
2018-07-18 14:20:45,2,CommonService,dropdownWS/getDropdown/HL_RELATION_BORROWER_FR
2018-07-18 14:20:45,6,CommonService,dropdownWS/getDropdown/HL_NATIONALITY
2018-07-18 14:20:45,2,CommonService,dropdownWS/getDropdown/HL_CUST_TITLE_FR
2018-07-18 14:20:45,3,CommonService,dropdownWS/getDropdown/HL_CUST_TITLE_TH
2018-07-18 14:20:46,60,CommonService,applicationCaseWS/getApplicationStatus/H61004EAR1
2018-07-18 14:20:46,40,CommonService,resubmitReasonWS/doFindAppStatus/H61004EAR1
2018-07-18 14:20:57,32,CommonService,UnsecureWS/login
2018-07-18 14:20:57,103,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:21:00,102,CommonService,WorkflowWS/openCaseByAppNo/H6100536R0
2018-07-18 14:21:00,15,CommonService,statusRejectWS/getRejectList/H6100536R0
2018-07-18 14:21:01,152,CommonService,dropdownWS/getDihRCAll
2018-07-18 14:21:01,164,CommonService,dropdownWS/getDihRCAll
2018-07-18 14:21:07,2,CommonService,dropdownWS/getDropdown/CASE_REJECT_CODE
2018-07-18 14:21:09,31,CommonService,UnsecureWS/login
2018-07-18 14:21:09,35,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:21:15,133,CommonService,WorkflowWS/openCaseByAppNo/H6100510R0
2018-07-18 14:21:16,14,CommonService,statusRejectWS/getRejectList/H6100510R0
2018-07-18 14:21:16,6,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-18 14:21:38,33,CommonService,documentWS/getDocGroupFollowUpHistoryByflpRefId
2018-07-18 14:21:40,75,CommonService,documentWS/viewContent
2018-07-18 14:22:01,39,CommonService,UnsecureWS/login
2018-07-18 14:22:01,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810106
