Log Time,Period(ms),Service,Operation
2018-07-10 18:09:33,2,CommonService,ConfMrtaValidationWS/getConfMrtaValidation
2018-07-10 18:09:33,109,CommonService,ConfMrtaInterestWS/getConfMrtaInterest
2018-07-10 18:09:33,225,CommonService,ConfHousingGradeWS/getConfHousingGrade
2018-07-10 18:10:14,2,CommonService,ConfMrtaValidationWS/getConfMrtaValidation
2018-07-10 18:10:18,138,CommonService,dropdownWS/getDihRCAll
2018-07-10 18:10:19,139,CommonService,dropdownWS/getDihRCAll
2018-07-10 18:10:32,2,CommonService,WorkflowWS/logout
2018-07-10 18:10:45,263,CommonService,UnsecureWS/login
2018-07-10 18:10:46,7,CommonService,messageCodeWS/getAllMessage
2018-07-10 18:10:46,22,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:10:48,60,CommonService,WorkflowWS/openCaseByAppNo/H6100488R0
2018-07-10 18:10:48,11,CommonService,statusRejectWS/getRejectList/H6100488R0
2018-07-10 18:11:03,3,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-10 18:12:24,6,CommonService,addressWS/getAllDIHProvince
2018-07-10 18:12:24,102,CommonService,addressWS/getAllDIHDistrict
2018-07-10 18:12:25,611,CommonService,addressWS/getAllDIHSubDistrict
2018-07-10 18:12:52,80,CommonService,statusRejectWS/getRejectList/H6100488R0
2018-07-10 18:12:52,3,CommonService,dropdownWS/getAppStatusDropdown
2018-07-10 18:12:52,124,CommonService,applicationCaseWS/getApplicationStatus/H6100488R0
2018-07-10 18:12:53,82,CommonService,applicationCaseWS/getCreditorsTable/H6100488R0
2018-07-10 18:12:53,80,CommonService,applicationCaseWS/getApproverTable/H6100488R0/approve-020
2018-07-10 18:12:53,80,CommonService,applicationCaseWS/getApproverTable/H6100488R0/approve-055
2018-07-10 18:12:55,52,CommonService,applicationCaseWS/getApplicationStatus/H6100488R0
2018-07-10 18:12:55,12,CommonService,resubmitReasonWS/doFindAppStatus/H6100488R0
2018-07-10 18:12:58,2,CommonService,WorkflowWS/logout
2018-07-10 18:12:59,7,CommonService,addressWS/getAllDIHProvince
2018-07-10 18:12:59,104,CommonService,addressWS/getAllDIHDistrict
2018-07-10 18:13:00,609,CommonService,addressWS/getAllDIHSubDistrict
2018-07-10 18:13:08,25,CommonService,UnsecureWS/login
2018-07-10 18:13:09,33,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:13:11,135,CommonService,WorkflowWS/openCaseByAppNo/H6100488R0
2018-07-10 18:13:11,2,CommonService,PartInstPeriodWS/getConfPartInstPeriod/4
2018-07-10 18:13:11,13,CommonService,statusRejectWS/getRejectList/H6100488R0
2018-07-10 18:13:11,3,CommonService,dropdownWS/getDropdown/DOC_RETURN_REASON
2018-07-10 18:13:11,3,CommonService,dropdownWS/getDropdown/DOC_SUB_RETURN_REASON
2018-07-10 18:13:11,2,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-10 18:13:31,6,CommonService,addressWS/getAllDIHProvince
2018-07-10 18:13:31,98,CommonService,addressWS/getAllDIHDistrict
2018-07-10 18:13:31,610,CommonService,addressWS/getAllDIHSubDistrict
2018-07-10 18:13:35,13,CommonService,statusRejectWS/getRejectList/H6100488R0
2018-07-10 18:13:41,6,CommonService,addressWS/getAllDIHProvince
2018-07-10 18:13:41,81,CommonService,addressWS/getAllDIHDistrict
2018-07-10 18:13:45,555,CommonService,addressWS/getAllDIHSubDistrict
2018-07-10 18:13:49,6,CommonService,applicationCaseWS/applicationExternalService/H6100487R0/AP/DE/0
2018-07-10 18:14:07,2235,CommonService,addressWS/getAllAddress
2018-07-10 18:14:08,2655,CommonService,addressWS/getAllAddress
2018-07-10 18:14:32,891,CommonService,decisionEngineWS/getPolicy/home-loan/H6100487R0/undefined
2018-07-10 18:15:16,2,CommonService,PartInstPeriodWS/getConfPartInstPeriod/4
2018-07-10 18:15:35,118,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:15:41,3,CommonService,dropdownWS/getRejectReasonDropdown
2018-07-10 18:16:10,6,CommonService,WorkflowWS/getApprove020ApproveType
2018-07-10 18:16:13,11,CommonService,statusRejectWS/getRejectList/H6100487R0
2018-07-10 18:16:18,56,CommonService,applicationCaseWS/getApplicationStatus/H6100488R0
2018-07-10 18:16:18,13,CommonService,resubmitReasonWS/doFindAppStatus/H6100488R0
2018-07-10 18:16:34,3,CommonService,WorkflowWS/logout
2018-07-10 18:16:44,36,CommonService,UnsecureWS/login
2018-07-10 18:16:44,118,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:16:47,61,CommonService,WorkflowWS/openCaseByAppNo/H6100488R0
2018-07-10 18:16:48,13,CommonService,statusRejectWS/getRejectList/H6100488R0
2018-07-10 18:16:55,71,CommonService,applicationCaseWS/getCreditorsTable/H6100488R0
2018-07-10 18:16:56,92,CommonService,applicationCaseWS/getApproverTable/H6100488R0/approve-020
2018-07-10 18:16:56,143,CommonService,applicationCaseWS/getApplicationStatus/H6100488R0
2018-07-10 18:16:56,93,CommonService,applicationCaseWS/getApproverTable/H6100488R0/approve-055
2018-07-10 18:17:00,2,CommonService,dropdownWS/getDropdown/HL_DOC_REG
2018-07-10 18:17:00,1,CommonService,dropdownWS/getDropdown/HL_GENDER
2018-07-10 18:17:00,2,CommonService,dropdownWS/getDropdown/HL_CUST_TITLE_TH
2018-07-10 18:17:00,2,CommonService,dropdownWS/getDropdown/HL_CUST_TITLE_FR
2018-07-10 18:17:00,9,CommonService,dropdownWS/getDropdown/HL_NATIONALITY
2018-07-10 18:17:00,3,CommonService,dropdownWS/getDropdown/HL_RELATION_BORROWER_FR
2018-07-10 18:17:22,1,CommonService,dropdownWS/getDropdown/HL_PURPOSE
2018-07-10 18:17:25,2,CommonService,dropdownWS/getDropdown/HL_MARITAL
2018-07-10 18:17:25,2,CommonService,dropdownWS/getDropdown/HL_EDUCATION
2018-07-10 18:17:25,8,CommonService,dropdownWS/getDropdown/RESIDENT_STATUS
2018-07-10 18:17:25,9,CommonService,dropdownWS/getDropdown/HL_FACULTY
2018-07-10 18:17:25,11,CommonService,dropdownWS/getDropdown/HL_FACULTY_MAJOR
2018-07-10 18:17:25,159,CommonService,dropdownWS/getDropdown/HL_EDU_INST
2018-07-10 18:17:25,424,CommonService,addressWS/getAllAddress
2018-07-10 18:17:30,2,CommonService,dropdownWS/getDropdown/HL_OCCUPATION
2018-07-10 18:17:30,17,CommonService,dropdownWS/getDropdown/HL_PROFESSION
2018-07-10 18:17:30,15,CommonService,dropdownWS/getDropdown/BANK_CODE
2018-07-10 18:17:30,15,CommonService,dropdownWS/getDropdown/COUNTRY_CODE
2018-07-10 18:17:31,929,CommonService,addressWS/getAllAddress
2018-07-10 18:17:36,2,CommonService,dropdownWS/getDropdown/HL_PRODUCT
2018-07-10 18:17:37,2,CommonService,ConfHomeBuilderWS/getConfHomeBuilder
