Period(ms),Service,Operation
4371,AgentService,agentWS/startFraudResultManual
2,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfDQEProvinceRelationCacheWorker
2,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfHomeBuilderCacheWorker
2,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfHousingGradeCacheWorker
2,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfKcpsProductCacheWorker
2,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfMrtaInterestCacheWorker
6,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfMrtaValidationCacheWorker
15,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfRejectReasonCacheWorker
2,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.ConfSignOffExceptionCacheWorker
3,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.DIHCMSDistrictCacheWorker
3,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.DIHCMSProvinceCacheWorker
12,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.DIHCMSSubdistrictCacheWorker
8,ApplicationService,cacheWS/refresh/com.kbank.workflow.cache.DihMktCdCacheWorker
110,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfDQEProvinceRelationCacheWorker
63,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfHomeBuilderCacheWorker
362,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfHousingGradeCacheWorker
2484,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfKcpsProductCacheWorker
477,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfMrtaInterestCacheWorker
60,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfMrtaValidationCacheWorker
102,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfRejectReasonCacheWorker
59,ApplicationService,cacheWS/start/com.kbank.workflow.cache.ConfSignOffExceptionCacheWorker
259,ApplicationService,cacheWS/start/com.kbank.workflow.cache.DIHCMSDistrictCacheWorker
41,ApplicationService,cacheWS/start/com.kbank.workflow.cache.DIHCMSProvinceCacheWorker
979,ApplicationService,cacheWS/start/com.kbank.workflow.cache.DIHCMSSubdistrictCacheWorker
86,ApplicationService,cacheWS/start/com.kbank.workflow.cache.DihMktCdCacheWorker
29,CommonService,ConfHomeBuilderWS/getConfHomeBuilder
627,CommonService,ConfHousingGradeWS/getConfHousingGrade
476,CommonService,ConfMrtaInterestWS/getConfMrtaInterest
14,CommonService,ConfMrtaValidationWS/getConfMrtaValidation
4696,CommonService,KbmfOnlineCatsWS/InquiryCollateral
213,CommonService,KbmfOnlineCatsWS/InquiryROLDetail
9007,CommonService,LoanWS/getHomeLendingLimit/2311763/LN/H61003EAR0
5348,CommonService,LoanWS/getHomeLendingLimit/3367861/LN/H61003BBR0
3,CommonService,PartInstPeriodWS/getConfPartInstPeriod/1
13,CommonService,PartInstPeriodWS/getConfPartInstPeriod/2
12,CommonService,PartInstPeriodWS/getConfPartInstPeriod/3
13,CommonService,PartInstPeriodWS/getConfPartInstPeriod/4
2,CommonService,PartInstPeriodWS/getConfPartInstPeriod/5
3,CommonService,PartInstPeriodWS/getConfPartInstPeriod/6
4,CommonService,PartInstPeriodWS/getConfPartInstPeriod/7
35,CommonService,RolWS/confirmROL
124,CommonService,RolWS/getCollteral/H6100044R0
109,CommonService,RolWS/getCollteral/H610004DR0
260,CommonService,RolWS/getCollteral/H61000A2R0
215,CommonService,RolWS/getCollteral/H61000AER0
177,CommonService,RolWS/getCollteral/H610011AR0
173,CommonService,RolWS/getCollteral/H61002FER0
78,CommonService,RolWS/getCollteral/H6100377R0
173,CommonService,RolWS/getCollteral/H610037ER0
92,CommonService,RolWS/getCollteral/H6100382R0
473,CommonService,RolWS/getCollteral/H61003C9R0
115,CommonService,RolWS/getCollteral/H61003CDR0
922,CommonService,RolWS/getCollteral/H61003D9R0
74,CommonService,RolWS/getCollteral/H61003DER0
135,CommonService,RolWS/getCollteral/H61003EBR0
317,CommonService,RolWS/getCollteral/H61003EER0
163,CommonService,RolWS/getCollteral/H61003F8R0
149,CommonService,RolWS/getCollteral/H61003FDR0
74,CommonService,RolWS/getCollteral/H6100406R0
83,CommonService,RolWS/getCollteral/H6100408R0
103,CommonService,RolWS/getCollteral/H610040DR0
249,CommonService,RolWS/getCollteral/H6100410R0
137,CommonService,RolWS/getCollteral/H6100413R0
78,CommonService,RolWS/getCollteral/H6100417R0
166,CommonService,RolWS/getCollteral/H6100419R0
597,CommonService,RolWS/getCollteral/H610041BR0
157,CommonService,RolWS/getCollteral/H610041ER0
111,CommonService,RolWS/getCollteral/H610041FR0
221,CommonService,RolWS/getCollteral/H6100420R0
117,CommonService,RolWS/getCollteral/H6100421R0
225,CommonService,RolWS/getCollteral/H6100422R0
146,CommonService,RolWS/getCollteral/H6100423R0
75,CommonService,RolWS/getCollteral/H610042AR0
70,CommonService,RolWS/getCollteral/H610042BR0
392,CommonService,RolWS/getCollteral/H610042DR0
100,CommonService,RolWS/getCollteral/H610042FR0
91,CommonService,RolWS/getCollteral/H6100430R0
161,CommonService,RolWS/getCollteral/H6100431R0
185,CommonService,RolWS/getCollteral/H6100433R0
396,CommonService,RolWS/getCollteral/H6100434R0
88,CommonService,RolWS/getCollteral/H6100436R0
233,CommonService,RolWS/getCollteral/HL00012722561
10,CommonService,RolWS/getConfHousingAppraisal/H6100044R0
9,CommonService,RolWS/getConfHousingAppraisal/H610004DR0
28,CommonService,RolWS/getConfHousingAppraisal/H61000A2R0
7,CommonService,RolWS/getConfHousingAppraisal/H61000AER0
9,CommonService,RolWS/getConfHousingAppraisal/H610011AR0
13,CommonService,RolWS/getConfHousingAppraisal/H61002FER0
9,CommonService,RolWS/getConfHousingAppraisal/H6100377R0
9,CommonService,RolWS/getConfHousingAppraisal/H610037ER0
7,CommonService,RolWS/getConfHousingAppraisal/H6100382R0
123,CommonService,RolWS/getConfHousingAppraisal/H61003C9R0
11,CommonService,RolWS/getConfHousingAppraisal/H61003CDR0
56,CommonService,RolWS/getConfHousingAppraisal/H61003D9R0
9,CommonService,RolWS/getConfHousingAppraisal/H61003DER0
10,CommonService,RolWS/getConfHousingAppraisal/H61003EBR0
23,CommonService,RolWS/getConfHousingAppraisal/H61003EER0
9,CommonService,RolWS/getConfHousingAppraisal/H61003F8R0
125,CommonService,RolWS/getConfHousingAppraisal/H61003FDR0
10,CommonService,RolWS/getConfHousingAppraisal/H6100406R0
7,CommonService,RolWS/getConfHousingAppraisal/H6100408R0
12,CommonService,RolWS/getConfHousingAppraisal/H610040DR0
116,CommonService,RolWS/getConfHousingAppraisal/H6100410R0
7,CommonService,RolWS/getConfHousingAppraisal/H6100413R0
9,CommonService,RolWS/getConfHousingAppraisal/H6100417R0
7,CommonService,RolWS/getConfHousingAppraisal/H6100419R0
57,CommonService,RolWS/getConfHousingAppraisal/H610041BR0
11,CommonService,RolWS/getConfHousingAppraisal/H610041ER0
9,CommonService,RolWS/getConfHousingAppraisal/H610041FR0
11,CommonService,RolWS/getConfHousingAppraisal/H6100420R0
9,CommonService,RolWS/getConfHousingAppraisal/H6100421R0
48,CommonService,RolWS/getConfHousingAppraisal/H6100422R0
8,CommonService,RolWS/getConfHousingAppraisal/H6100423R0
10,CommonService,RolWS/getConfHousingAppraisal/H610042AR0
10,CommonService,RolWS/getConfHousingAppraisal/H610042BR0
79,CommonService,RolWS/getConfHousingAppraisal/H610042DR0
8,CommonService,RolWS/getConfHousingAppraisal/H610042FR0
14,CommonService,RolWS/getConfHousingAppraisal/H6100430R0
9,CommonService,RolWS/getConfHousingAppraisal/H6100431R0
9,CommonService,RolWS/getConfHousingAppraisal/H6100433R0
76,CommonService,RolWS/getConfHousingAppraisal/H6100434R0
9,CommonService,RolWS/getConfHousingAppraisal/H6100436R0
9,CommonService,RolWS/getConfHousingAppraisal/HL00012722561
306,CommonService,UnsecureWS/bypassLogin
70,CommonService,UnsecureWS/login
42,CommonService,WorkflowWS/changeApprove020ApproveType
18,CommonService,WorkflowWS/getApprove020ApproveType
37,CommonService,WorkflowWS/getDefaultPoolList/home-loan/approve-055
217,CommonService,WorkflowWS/listUserInbox
6,CommonService,WorkflowWS/logout
121,CommonService,WorkflowWS/openCaseByAppNo/H6100010R0
158,CommonService,WorkflowWS/openCaseByAppNo/H610003AR0
92,CommonService,WorkflowWS/openCaseByAppNo/H610003ER0
92,CommonService,WorkflowWS/openCaseByAppNo/H6100044R0
102,CommonService,WorkflowWS/openCaseByAppNo/H610004DR0
89,CommonService,WorkflowWS/openCaseByAppNo/H610008CR0
420,CommonService,WorkflowWS/openCaseByAppNo/H6100092R0
247,CommonService,WorkflowWS/openCaseByAppNo/H610009FR0
75,CommonService,WorkflowWS/openCaseByAppNo/H61000A2R0
272,CommonService,WorkflowWS/openCaseByAppNo/H61000AER0
77,CommonService,WorkflowWS/openCaseByAppNo/H61000BDR0
75,CommonService,WorkflowWS/openCaseByAppNo/H61000E2R0
198,CommonService,WorkflowWS/openCaseByAppNo/H61000E2R1
205,CommonService,WorkflowWS/openCaseByAppNo/H610010BR0
63,CommonService,WorkflowWS/openCaseByAppNo/H6100110R0
83,CommonService,WorkflowWS/openCaseByAppNo/H6100111R0
112,CommonService,WorkflowWS/openCaseByAppNo/H6100114R0
148,CommonService,WorkflowWS/openCaseByAppNo/H6100119R0
172,CommonService,WorkflowWS/openCaseByAppNo/H610011AR0
245,CommonService,WorkflowWS/openCaseByAppNo/H6100122R0
62,CommonService,WorkflowWS/openCaseByAppNo/H6100127R0
93,CommonService,WorkflowWS/openCaseByAppNo/H6100136R0
132,CommonService,WorkflowWS/openCaseByAppNo/H610015BR1
118,CommonService,WorkflowWS/openCaseByAppNo/H610016DR0
101,CommonService,WorkflowWS/openCaseByAppNo/H61001A4R0
74,CommonService,WorkflowWS/openCaseByAppNo/H61001B9R0
132,CommonService,WorkflowWS/openCaseByAppNo/H61001D0R0
108,CommonService,WorkflowWS/openCaseByAppNo/H61001E2R0
256,CommonService,WorkflowWS/openCaseByAppNo/H6100200R0
128,CommonService,WorkflowWS/openCaseByAppNo/H6100207R1
63,CommonService,WorkflowWS/openCaseByAppNo/H6100219R0
106,CommonService,WorkflowWS/openCaseByAppNo/H610021BR0
70,CommonService,WorkflowWS/openCaseByAppNo/H610022CR0
127,CommonService,WorkflowWS/openCaseByAppNo/H610022FR0
145,CommonService,WorkflowWS/openCaseByAppNo/H6100231R0
104,CommonService,WorkflowWS/openCaseByAppNo/H6100234R0
157,CommonService,WorkflowWS/openCaseByAppNo/H610023DR0
183,CommonService,WorkflowWS/openCaseByAppNo/H6100245R0
131,CommonService,WorkflowWS/openCaseByAppNo/H6100246R0
187,CommonService,WorkflowWS/openCaseByAppNo/H610024BR0
64,CommonService,WorkflowWS/openCaseByAppNo/H6100255R0
721,CommonService,WorkflowWS/openCaseByAppNo/H610025CR0
61,CommonService,WorkflowWS/openCaseByAppNo/H6100266R0
326,CommonService,WorkflowWS/openCaseByAppNo/H6100267R0
91,CommonService,WorkflowWS/openCaseByAppNo/H610026BR0
132,CommonService,WorkflowWS/openCaseByAppNo/H610026CR0
96,CommonService,WorkflowWS/openCaseByAppNo/H6100275R0
110,CommonService,WorkflowWS/openCaseByAppNo/H6100276R0
73,CommonService,WorkflowWS/openCaseByAppNo/H610027ER0
65,CommonService,WorkflowWS/openCaseByAppNo/H6100280R0
468,CommonService,WorkflowWS/openCaseByAppNo/H6100281R0
300,CommonService,WorkflowWS/openCaseByAppNo/H6100281R0/K0810070
74,CommonService,WorkflowWS/openCaseByAppNo/H6100287R0
319,CommonService,WorkflowWS/openCaseByAppNo/H610028CR0
100,CommonService,WorkflowWS/openCaseByAppNo/H610028DR0
102,CommonService,WorkflowWS/openCaseByAppNo/H6100290R0
140,CommonService,WorkflowWS/openCaseByAppNo/H6100296R0
148,CommonService,WorkflowWS/openCaseByAppNo/H61002A3R0
204,CommonService,WorkflowWS/openCaseByAppNo/H61002A9R0
176,CommonService,WorkflowWS/openCaseByAppNo/H61002ACR0
95,CommonService,WorkflowWS/openCaseByAppNo/H61002BBR0
222,CommonService,WorkflowWS/openCaseByAppNo/H61002C0R0
87,CommonService,WorkflowWS/openCaseByAppNo/H61002C1R0
94,CommonService,WorkflowWS/openCaseByAppNo/H61002CBR0
118,CommonService,WorkflowWS/openCaseByAppNo/H61002CCR0
109,CommonService,WorkflowWS/openCaseByAppNo/H61002CER0
187,CommonService,WorkflowWS/openCaseByAppNo/H61002D7R0
122,CommonService,WorkflowWS/openCaseByAppNo/H61002E1R0
100,CommonService,WorkflowWS/openCaseByAppNo/H61002E7R0
218,CommonService,WorkflowWS/openCaseByAppNo/H61002F0R0
123,CommonService,WorkflowWS/openCaseByAppNo/H61002F2R0
257,CommonService,WorkflowWS/openCaseByAppNo/H61002F3R0
93,CommonService,WorkflowWS/openCaseByAppNo/H61002F6R0
65,CommonService,WorkflowWS/openCaseByAppNo/H61002FBR0
118,CommonService,WorkflowWS/openCaseByAppNo/H61002FER0
126,CommonService,WorkflowWS/openCaseByAppNo/H61002FFR0
64,CommonService,WorkflowWS/openCaseByAppNo/H6100301R0
63,CommonService,WorkflowWS/openCaseByAppNo/H6100305R0
94,CommonService,WorkflowWS/openCaseByAppNo/H6100315R0
175,CommonService,WorkflowWS/openCaseByAppNo/H6100317R0
88,CommonService,WorkflowWS/openCaseByAppNo/H6100319R0
124,CommonService,WorkflowWS/openCaseByAppNo/H6100323R0
65,CommonService,WorkflowWS/openCaseByAppNo/H6100326R0
66,CommonService,WorkflowWS/openCaseByAppNo/H610032CR0
185,CommonService,WorkflowWS/openCaseByAppNo/H6100338R0
154,CommonService,WorkflowWS/openCaseByAppNo/H610033DR0
303,CommonService,WorkflowWS/openCaseByAppNo/H6100340R0
159,CommonService,WorkflowWS/openCaseByAppNo/H6100353R0
99,CommonService,WorkflowWS/openCaseByAppNo/H6100357R0
506,CommonService,WorkflowWS/openCaseByAppNo/H610035BR0
274,CommonService,WorkflowWS/openCaseByAppNo/H610035DR0
188,CommonService,WorkflowWS/openCaseByAppNo/H6100361R0
204,CommonService,WorkflowWS/openCaseByAppNo/H6100370R0
74,CommonService,WorkflowWS/openCaseByAppNo/H6100372R0
277,CommonService,WorkflowWS/openCaseByAppNo/H6100373R0
76,CommonService,WorkflowWS/openCaseByAppNo/H6100374R0
99,CommonService,WorkflowWS/openCaseByAppNo/H6100376R0
98,CommonService,WorkflowWS/openCaseByAppNo/H6100377R0
149,CommonService,WorkflowWS/openCaseByAppNo/H6100377R0/K0810070
203,CommonService,WorkflowWS/openCaseByAppNo/H6100378R0
87,CommonService,WorkflowWS/openCaseByAppNo/H610037BR0
70,CommonService,WorkflowWS/openCaseByAppNo/H610037BR0/K0810069
145,CommonService,WorkflowWS/openCaseByAppNo/H610037CR0
128,CommonService,WorkflowWS/openCaseByAppNo/H610037ER0
84,CommonService,WorkflowWS/openCaseByAppNo/H610037ER0/K0810068
116,CommonService,WorkflowWS/openCaseByAppNo/H6100380R0
391,CommonService,WorkflowWS/openCaseByAppNo/H6100381R0
95,CommonService,WorkflowWS/openCaseByAppNo/H6100382R0
397,CommonService,WorkflowWS/openCaseByAppNo/H6100383R0
155,CommonService,WorkflowWS/openCaseByAppNo/H6100384R0
128,CommonService,WorkflowWS/openCaseByAppNo/H6100387R0
108,CommonService,WorkflowWS/openCaseByAppNo/H6100389R0
98,CommonService,WorkflowWS/openCaseByAppNo/H610038BR0
183,CommonService,WorkflowWS/openCaseByAppNo/H610038DR0
249,CommonService,WorkflowWS/openCaseByAppNo/H610038ER0
139,CommonService,WorkflowWS/openCaseByAppNo/H610038FR0
170,CommonService,WorkflowWS/openCaseByAppNo/H6100390R0
138,CommonService,WorkflowWS/openCaseByAppNo/H6100394R0
334,CommonService,WorkflowWS/openCaseByAppNo/H6100397R0
95,CommonService,WorkflowWS/openCaseByAppNo/H6100398R0
184,CommonService,WorkflowWS/openCaseByAppNo/H610039AR0
124,CommonService,WorkflowWS/openCaseByAppNo/H610039BR0
138,CommonService,WorkflowWS/openCaseByAppNo/H610039DR0
157,CommonService,WorkflowWS/openCaseByAppNo/H610039FR0
63,CommonService,WorkflowWS/openCaseByAppNo/H61003A0R0
67,CommonService,WorkflowWS/openCaseByAppNo/H61003A2R0
351,CommonService,WorkflowWS/openCaseByAppNo/H61003A5R0
435,CommonService,WorkflowWS/openCaseByAppNo/H61003A7R0
99,CommonService,WorkflowWS/openCaseByAppNo/H61003A8R0
110,CommonService,WorkflowWS/openCaseByAppNo/H61003ABR0
114,CommonService,WorkflowWS/openCaseByAppNo/H61003B0R0
106,CommonService,WorkflowWS/openCaseByAppNo/H61003B0R0/K0810069
65,CommonService,WorkflowWS/openCaseByAppNo/H61003B3R0
151,CommonService,WorkflowWS/openCaseByAppNo/H61003B4R0
75,CommonService,WorkflowWS/openCaseByAppNo/H61003B5R0
374,CommonService,WorkflowWS/openCaseByAppNo/H61003B9R0
94,CommonService,WorkflowWS/openCaseByAppNo/H61003BBR0
69,CommonService,WorkflowWS/openCaseByAppNo/H61003BCR0
307,CommonService,WorkflowWS/openCaseByAppNo/H61003BDR0
168,CommonService,WorkflowWS/openCaseByAppNo/H61003BFR0
103,CommonService,WorkflowWS/openCaseByAppNo/H61003BFR0/K0810068
322,CommonService,WorkflowWS/openCaseByAppNo/H61003C3R0
118,CommonService,WorkflowWS/openCaseByAppNo/H61003C4R0
169,CommonService,WorkflowWS/openCaseByAppNo/H61003C6R0
70,CommonService,WorkflowWS/openCaseByAppNo/H61003C7R0
154,CommonService,WorkflowWS/openCaseByAppNo/H61003C9R0
187,CommonService,WorkflowWS/openCaseByAppNo/H61003C9R0/K0810068
170,CommonService,WorkflowWS/openCaseByAppNo/H61003CAR0
63,CommonService,WorkflowWS/openCaseByAppNo/H61003CCR0
92,CommonService,WorkflowWS/openCaseByAppNo/H61003CCR0/K0810069
124,CommonService,WorkflowWS/openCaseByAppNo/H61003CDR0
100,CommonService,WorkflowWS/openCaseByAppNo/H61003CDR0/K0810069
75,CommonService,WorkflowWS/openCaseByAppNo/H61003CER0
96,CommonService,WorkflowWS/openCaseByAppNo/H61003CFR0
67,CommonService,WorkflowWS/openCaseByAppNo/H61003D0R0
123,CommonService,WorkflowWS/openCaseByAppNo/H61003D1R0
130,CommonService,WorkflowWS/openCaseByAppNo/H61003D2R0
172,CommonService,WorkflowWS/openCaseByAppNo/H61003D4R0
235,CommonService,WorkflowWS/openCaseByAppNo/H61003D5R0
120,CommonService,WorkflowWS/openCaseByAppNo/H61003D5R0/K0810069
126,CommonService,WorkflowWS/openCaseByAppNo/H61003D7R0
111,CommonService,WorkflowWS/openCaseByAppNo/H61003D7R0/K0810070
116,CommonService,WorkflowWS/openCaseByAppNo/H61003D9R0
82,CommonService,WorkflowWS/openCaseByAppNo/H61003D9R0/K0810068
103,CommonService,WorkflowWS/openCaseByAppNo/H61003DBR0
154,CommonService,WorkflowWS/openCaseByAppNo/H61003DCR0
177,CommonService,WorkflowWS/openCaseByAppNo/H61003DER0
113,CommonService,WorkflowWS/openCaseByAppNo/H61003DFR0
237,CommonService,WorkflowWS/openCaseByAppNo/H61003E0R0
199,CommonService,WorkflowWS/openCaseByAppNo/H61003E2R0
112,CommonService,WorkflowWS/openCaseByAppNo/H61003E6R0
115,CommonService,WorkflowWS/openCaseByAppNo/H61003E7R0
75,CommonService,WorkflowWS/openCaseByAppNo/H61003E9R0
263,CommonService,WorkflowWS/openCaseByAppNo/H61003EAR0
218,CommonService,WorkflowWS/openCaseByAppNo/H61003EBR0
603,CommonService,WorkflowWS/openCaseByAppNo/H61003EBR0/K0810070
93,CommonService,WorkflowWS/openCaseByAppNo/H61003ECR0
122,CommonService,WorkflowWS/openCaseByAppNo/H61003EDR0
218,CommonService,WorkflowWS/openCaseByAppNo/H61003EER0
110,CommonService,WorkflowWS/openCaseByAppNo/H61003EER0/K0810068
105,CommonService,WorkflowWS/openCaseByAppNo/H61003EFR0
142,CommonService,WorkflowWS/openCaseByAppNo/H61003F0R0
155,CommonService,WorkflowWS/openCaseByAppNo/H61003F1R0
106,CommonService,WorkflowWS/openCaseByAppNo/H61003F2R0
183,CommonService,WorkflowWS/openCaseByAppNo/H61003F3R0
70,CommonService,WorkflowWS/openCaseByAppNo/H61003F4R0
113,CommonService,WorkflowWS/openCaseByAppNo/H61003F5R0
177,CommonService,WorkflowWS/openCaseByAppNo/H61003F8R0
131,CommonService,WorkflowWS/openCaseByAppNo/H61003F9R0
118,CommonService,WorkflowWS/openCaseByAppNo/H61003FAR0
128,CommonService,WorkflowWS/openCaseByAppNo/H61003FBR0
258,CommonService,WorkflowWS/openCaseByAppNo/H61003FCR0
134,CommonService,WorkflowWS/openCaseByAppNo/H61003FDR0
137,CommonService,WorkflowWS/openCaseByAppNo/H61003FER0
201,CommonService,WorkflowWS/openCaseByAppNo/H61003FFR0
83,CommonService,WorkflowWS/openCaseByAppNo/H6100400R0
96,CommonService,WorkflowWS/openCaseByAppNo/H6100401R0
105,CommonService,WorkflowWS/openCaseByAppNo/H6100402R0
100,CommonService,WorkflowWS/openCaseByAppNo/H6100403R0
98,CommonService,WorkflowWS/openCaseByAppNo/H6100405R0
151,CommonService,WorkflowWS/openCaseByAppNo/H6100406R0
120,CommonService,WorkflowWS/openCaseByAppNo/H6100408R0
158,CommonService,WorkflowWS/openCaseByAppNo/H6100409R0
146,CommonService,WorkflowWS/openCaseByAppNo/H610040BR0
98,CommonService,WorkflowWS/openCaseByAppNo/H610040CR0
85,CommonService,WorkflowWS/openCaseByAppNo/H610040DR0
128,CommonService,WorkflowWS/openCaseByAppNo/H610040ER0
87,CommonService,WorkflowWS/openCaseByAppNo/H610040FR0
106,CommonService,WorkflowWS/openCaseByAppNo/H6100410R0
116,CommonService,WorkflowWS/openCaseByAppNo/H6100410R0/K0810271
214,CommonService,WorkflowWS/openCaseByAppNo/H6100411R0
178,CommonService,WorkflowWS/openCaseByAppNo/H6100412R0
225,CommonService,WorkflowWS/openCaseByAppNo/H6100413R0
128,CommonService,WorkflowWS/openCaseByAppNo/H6100415R0
84,CommonService,WorkflowWS/openCaseByAppNo/H6100416R0
102,CommonService,WorkflowWS/openCaseByAppNo/H6100417R0
73,CommonService,WorkflowWS/openCaseByAppNo/H6100418R0
109,CommonService,WorkflowWS/openCaseByAppNo/H6100419R0
131,CommonService,WorkflowWS/openCaseByAppNo/H610041AR0
119,CommonService,WorkflowWS/openCaseByAppNo/H610041BR0
90,CommonService,WorkflowWS/openCaseByAppNo/H610041CR0
120,CommonService,WorkflowWS/openCaseByAppNo/H610041DR0
94,CommonService,WorkflowWS/openCaseByAppNo/H610041ER0
155,CommonService,WorkflowWS/openCaseByAppNo/H610041FR0
138,CommonService,WorkflowWS/openCaseByAppNo/H6100420R0
66,CommonService,WorkflowWS/openCaseByAppNo/H6100421R0
222,CommonService,WorkflowWS/openCaseByAppNo/H6100422R0
125,CommonService,WorkflowWS/openCaseByAppNo/H6100423R0
86,CommonService,WorkflowWS/openCaseByAppNo/H6100424R0
74,CommonService,WorkflowWS/openCaseByAppNo/H6100425R0
127,CommonService,WorkflowWS/openCaseByAppNo/H6100426R0
134,CommonService,WorkflowWS/openCaseByAppNo/H6100429R0
68,CommonService,WorkflowWS/openCaseByAppNo/H610042AR0
136,CommonService,WorkflowWS/openCaseByAppNo/H610042BR0
186,CommonService,WorkflowWS/openCaseByAppNo/H610042CR0
82,CommonService,WorkflowWS/openCaseByAppNo/H610042DR0
143,CommonService,WorkflowWS/openCaseByAppNo/H610042ER0
111,CommonService,WorkflowWS/openCaseByAppNo/H610042FR0
101,CommonService,WorkflowWS/openCaseByAppNo/H6100430R0
63,CommonService,WorkflowWS/openCaseByAppNo/H6100431R0
129,CommonService,WorkflowWS/openCaseByAppNo/H6100432R0
122,CommonService,WorkflowWS/openCaseByAppNo/H6100433R0
120,CommonService,WorkflowWS/openCaseByAppNo/H6100434R0
67,CommonService,WorkflowWS/openCaseByAppNo/H6100435R0
213,CommonService,WorkflowWS/openCaseByAppNo/H6100436R0
116,CommonService,WorkflowWS/openCaseByAppNo/H6100436R0/K0810271
249,CommonService,WorkflowWS/openCaseByAppNo/H6100437R0
79,CommonService,WorkflowWS/openCaseByAppNo/H6100438R0
87,CommonService,WorkflowWS/openCaseByAppNo/H6100439R0
172,CommonService,WorkflowWS/openCaseByAppNo/H610043AR0
73,CommonService,WorkflowWS/openCaseByAppNo/H610043BR0
60,CommonService,WorkflowWS/openCaseByAppNo/HL00007032561
69,CommonService,WorkflowWS/openCaseByAppNo/HL00007632561
84,CommonService,WorkflowWS/openCaseByAppNo/HL00009792561
64,CommonService,WorkflowWS/openCaseByAppNo/HL00012332561
103,CommonService,WorkflowWS/openCaseByAppNo/HL00012722561
128,CommonService,WorkflowWS/openCaseByAppNo/HL00017892561
187,CommonService,WorkflowWS/openCaseByAppNo/HL00018662561
126,CommonService,WorkflowWS/openCaseByAppNo/HL00019402561
79,CommonService,WorkflowWS/openCaseByAppNo/HL00020822561
386,CommonService,WorkflowWS/openCaseByAppNo/HL00021292561
262,CommonService,additionalDocumentWS/deleteInterestRateReductionDocument
333,CommonService,additionalDocumentWS/editInterestRateReductionDocument
225,CommonService,addressWS/getAllAddress
226,CommonService,addressWS/getAllDIHDistrict
38,CommonService,addressWS/getAllDIHProvince
811,CommonService,addressWS/getAllDIHSubDistrict
8,CommonService,applicationCaseWS/applicationExternalService/H6100044R0/AP/DE/0
16,CommonService,applicationCaseWS/applicationExternalService/H61000AER0/AP/DE/0
6,CommonService,applicationCaseWS/applicationExternalService/H610011AR0/AP/DE/0
32,CommonService,applicationCaseWS/applicationExternalService/H6100246R0/AP/DE/0
9,CommonService,applicationCaseWS/applicationExternalService/H6100281R0/AP/DE/0
6,CommonService,applicationCaseWS/applicationExternalService/H61002A9R0/AP/DE/0
9,CommonService,applicationCaseWS/applicationExternalService/H61002E1R0/AP/DE/0
40,CommonService,applicationCaseWS/applicationExternalService/H61002FER0/AP/DE/0
6,CommonService,applicationCaseWS/applicationExternalService/H6100377R0/AP/DE/0
9,CommonService,applicationCaseWS/applicationExternalService/H610037ER0/AP/DE/0
8,CommonService,applicationCaseWS/applicationExternalService/H6100382R0/AP/DE/0
9,CommonService,applicationCaseWS/applicationExternalService/H610038FR0/AP/DE/0
6,CommonService,applicationCaseWS/applicationExternalService/H6100397R0/AP/DE/0
32,CommonService,applicationCaseWS/applicationExternalService/H61003BFR0/AP/DE/0
8,CommonService,applicationCaseWS/applicationExternalService/H61003C4R0/AP/DE/0
12,CommonService,applicationCaseWS/applicationExternalService/H61003C9R0/AP/DE/0
8,CommonService,applicationCaseWS/applicationExternalService/H61003CDR0/AP/DE/0
12,CommonService,applicationCaseWS/applicationExternalService/H61003D0R0/AP/DE/0
7,CommonService,applicationCaseWS/applicationExternalService/H61003D4R0/AP/DE/0
7,CommonService,applicationCaseWS/applicationExternalService/H61003D7R0/AP/DE/0
61,CommonService,applicationCaseWS/applicationExternalService/H61003D9R0/AP/DE/0
8,CommonService,applicationCaseWS/applicationExternalService/H61003DER0/AP/DE/0
26,CommonService,applicationCaseWS/applicationExternalService/H61003EBR0/AP/DE/0
48,CommonService,applicationCaseWS/applicationExternalService/H61003ECR0/AP/DE/0
8,CommonService,applicationCaseWS/applicationExternalService/H61003EDR0/AP/DE/0
8,CommonService,applicationCaseWS/applicationExternalService/H61003EER0/AP/DE/0
10,CommonService,applicationCaseWS/applicationExternalService/H61003F8R0/AP/DE/0
7,CommonService,applicationCaseWS/applicationExternalService/H61003FDR0/AP/DE/0
8,CommonService,applicationCaseWS/applicationExternalService/H6100400R0/AP/DE/0
